"cell","center_x","center_y"
"cell82401",9000.2870660536,-5103.12009146437
"cell82402",9060.38906761259,-5067.1020905301
"cell82403",8941.91306453943,-5219.8680944927
"cell82404",9047.59106728062,-5148.26409263536
"cell82405",9049.48106732964,-5107.54809157923
"cell82406",8930.89706425369,-5083.95009096712
"cell82407",8912.80706378445,-5120.8320919238
"cell82408",8910.21506371722,-5145.67209256813
"cell82409",8935.97306438535,-5245.30209515244
"cell82410",8918.31506392732,-5244.27609512582
"cell82411",8986.30106569082,-5100.79809140414
"cell82412",9034.03706692904,-5210.20209424198
"cell82413",8961.51506504789,-5090.59209113941
"cell82414",9025.07306669652,-5098.31409133971
"cell82415",8985.70706567541,-5254.31469538622
"cell82416",8922.31106403098,-5120.6700919196
"cell82417",8956.22306491062,-5163.81609303877
"cell82418",8973.01706534624,-5206.90809415653
"cell82419",9072.80906793475,-5097.6660913229
"cell82420",9018.53906652704,-5146.10409257933
"cell82421",8922.52706403658,-5232.66609482467
"cell82422",8965.34906514734,-5140.97409244627
"cell82423",8881.59506297484,-5079.79209085926
"cell82424",9037.38506701589,-5239.68609500676
"cell82425",9004.39106616005,-5045.77748997696
"cell82426",9047.59106728062,-5132.82009223476
"cell82427",8924.1470640786,-5134.92609228939
"cell82428",9016.0010664612,-5202.75009404868
"cell82429",9061.5770676434,-5123.20809198543
"cell82430",8957.68106494844,-5206.90809415653
"cell82431",9004.01306615025,-5070.93609062955
"cell82432",9036.03506698087,-5067.3180905357
"cell82433",9029.01506679878,-5225.26809463277
"cell82434",9005.36306618527,-5173.6980932951
"cell82435",8950.76906476915,-5150.53209269419
"cell82436",8908.21706366539,-5196.8100938946
"cell82437",8948.50106471032,-5237.95809496194
"cell82438",8921.98706402257,-5062.94409042224
"cell82439",8990.78306580707,-5260.03869553469
"cell82440",8943.69506458566,-5203.18209405988
"cell82441",9002.60906611383,-5221.32609453052
"cell82442",8972.74706533924,-5119.80609189719
"cell82443",9051.64106738567,-5048.36409004405
"cell82444",8917.99106391892,-5152.20609273762
"cell82445",8904.11306355894,-5176.93809337914
"cell82446",9054.66506746411,-5114.67609176412
"cell82447",9037.49306701869,-5148.75009264797
"cell82448",8955.46706489101,-5255.39469541423
"cell82449",8959.19306498766,-5145.67209256813
"cell82450",9070.59506787732,-5089.35009110719
"cell82451",8879.65106292441,-5184.01209356263
"cell82452",8962.1090650633,-5108.62809160724
"cell82453",9040.30106709152,-5083.89609096572
"cell82454",9061.79306764901,-5190.81609373912
"cell82455",8915.07506384328,-5167.92009314522
"cell82456",8976.14906542748,-5105.6040915288
"cell82457",8916.6950638853,-5203.56009406969
"cell82458",8970.91106529161,-5196.21609387919
"cell82459",8903.03306353092,-5140.54209243506
"cell82460",8941.53506452963,-5064.83409047127
"cell82461",8906.75906362757,-5062.78209041804
"cell82462",8979.01106550172,-5168.56809316203
"cell82463",8893.6910632886,-5058.78609031439
"cell82464",9015.13706643879,-5070.82809062675
"cell82465",9061.3070676364,-5082.9240909405
"cell82466",9050.88506736606,-5048.41809004545
"cell82467",9014.43506642058,-5059.3260903284
"cell82468",9035.65706697106,-5082.4920909293
"cell82469",9059.25506758317,-5197.89009392262
"cell82470",9058.76906757057,-5158.9560929127
"cell82471",9031.33706685901,-5103.49809147418
"cell82472",8895.41906333342,-5123.47809199244
"cell82473",8936.4257049039,-4910.20482606068
"cell82474",9063.32570819557,-4905.93882595003
"cell82475",9015.42770695314,-4927.48482650891
"cell82476",8984.43170614913,-4891.79082558304
"cell82477",8957.97170546278,-4927.32282650471
"cell82478",9056.35970801488,-4950.11082709581
"cell82479",8880.31970344856,-4963.98882745579
"cell82480",8921.68370452151,-4862.19882481545
"cell82481",8936.5877049081,-5015.77482879907
"cell82482",8962.72370558605,-4895.9488256909
"cell82483",8884.42370355502,-4972.7908276841
"cell82484",8893.22570378333,-4923.86682641506
"cell82485",8886.74570361525,-5004.32682850212
"cell82486",9067.21370829642,-4968.03882756084
"cell82487",8988.04970624298,-4884.55482539535
"cell82488",9028.38770728931,-5012.42682871222
"cell82489",9025.74170722067,-5056.32342985086
"cell82490",9047.88170779496,-4929.86082657054
"cell82491",9055.33370798826,-4969.38882759586
"cell82492",9009.37970679626,-4901.94282584637
"cell82493",8943.39170508459,-4861.98282480985
"cell82494",8902.72970402986,-4913.87682615593
"cell82495",8907.37370415032,-5006.86482856795
"cell82496",9059.97770810872,-5014.85682877526
"cell82497",9019.53170705959,-4865.6008249037
"cell82498",9012.99770689011,-4898.27082575113
"cell82499",8989.939706292,-5017.8268288523
"cell82500",8895.65570384637,-5008.91682862118
"cell82501",9057.33170804009,-4916.03682621196
"cell82502",9026.98370725289,-5026.84482908621
"cell82503",9085.02830875851,-4997.95482833683
"cell82504",8975.14370590821,-5034.24282927811
"cell82505",9001.65770659596,-4999.68282838166
"cell82506",8969.90570577234,-4911.9328261055
"cell82507",9028.60370729491,-4989.69282812253
"cell82508",8909.91170421615,-4895.46282567829
"cell82509",8980.16570603848,-4868.84082498774
"cell82510",9039.88970758766,-4895.57082568109
"cell82511",8947.87370520085,-5010.96882867441
"cell82512",9013.10570689291,-4909.66482604668
"cell82513",8890.3637037091,-4943.25282691792
"cell82514",9044.37170770392,-4999.52082837746
"cell82515",9086.05430878513,-4912.68882612512
"cell82516",8999.28170653433,-4894.11282564327
"cell82517",8958.07970546558,-5013.93882875144
"cell82518",8891.82170374691,-4913.93082615733
"cell82519",9000.41570656374,-4851.39882453531
"cell82520",8880.69770345837,-4922.57082638144
"cell82521",8983.35170612112,-4900.70082581416
"cell82522",8975.14370590821,-4844.97822436877
"cell82523",9054.79370797426,-4845.94482439384
"cell82524",9038.16170754284,-5012.80482872203
"cell82525",8991.18170632422,-4934.1808266826
"cell82526",8977.19570596144,-4946.06082699075
"cell82527",9066.1337082684,-4959.34482733533
"cell82528",8952.84170532972,-4933.53282666579
"cell82529",8933.94170483947,-5009.78082864359
"cell82530",8982.4337060973,-4958.75082731992
"cell82531",9040.69970760867,-4905.45282593742
"cell82532",8956.72970543057,-4883.36682536453
"cell82533",8872.7111032512,-4945.46682697535
"cell82534",8955.21770539135,-5038.77882939577
"cell82535",8926.27370464057,-4915.49682619795
"cell82536",8953.05770533532,-4888.17282548919
"cell82537",8900.02970395982,-5049.25482966751
"cell82538",8921.4137045145,-4997.03682831302
"cell82539",8993.17970637605,-4955.29482723027
"cell82540",8922.06170453131,-5010.4288286604
"cell82541",8918.76770444587,-4913.66082615033
"cell82542",9032.54570739716,-4949.3008270748
"cell82543",8937.18170492351,-4886.87682545558
"cell82544",9056.41370801628,-4871.86482506618
"cell82545",9030.33170733973,-4849.77882449329
"cell82546",9079.95770862699,-5037.37482935935
"cell82547",9040.32170759886,-5027.06082909182
"cell82548",8976.00770593062,-5013.39882873744
"cell82549",9022.71770714223,-4901.72682584077
"cell82550",8947.92770520225,-4906.80282597244
"cell82551",8993.76808908209,-4682.61210272089
"cell82552",8915.36008704826,-4780.46010525897
"cell82553",8963.09608828649,-4805.1921059005
"cell82554",9000.68008926138,-4658.15010208637
"cell82555",8896.24408655241,-4741.41810424626
"cell82556",8883.93208623305,-4668.7341023609
"cell82557",9016.34008966759,-4815.07410615683
"cell82558",8937.39208761975,-4686.98610283434
"cell82559",9032.162090078,-4796.87610568479
"cell82560",8916.17008706927,-4768.95810496062
"cell82561",9017.3120896928,-4778.08410519734
"cell82562",8947.92208789289,-4822.25610634312
"cell82563",8965.58008835092,-4795.85010565817
"cell82564",8904.50608676672,-4836.94410672411
"cell82565",8987.28808891401,-4826.57610645518
"cell82566",9046.58009045199,-4761.77610477433
"cell82567",8906.45008681715,-4743.90210431069
"cell82568",9064.67009092122,-4751.03010449558
"cell82569",8875.99948602729,-4653.0201019533
"cell82570",9023.84608986229,-4836.72810671851
"cell82571",8904.88408677652,-4699.83810316771
"cell82572",8906.18008681014,-4727.16210387647
"cell82573",9053.11409062147,-4821.28410631791
"cell82574",8941.2800877206,-4659.01410210878
"cell82575",8963.47408829629,-4695.62610305846
"cell82576",8896.56808656082,-4682.07210270688
"cell82577",9073.41809114814,-4746.71010438353
"cell82578",8897.37808658183,-4826.68410645798
"cell82579",8946.73408786207,-4695.03210304305
"cell82580",9015.74608965218,-4802.27610582486
"cell82581",9051.44009057805,-4641.30750164948
"cell82582",8912.71408697963,-4794.93210563436
"cell82583",8934.31408753991,-4758.05010467768
"cell82584",8979.1880887039,-4776.62610515952
"cell82585",8958.34408816323,-4641.63150165789
"cell82586",8961.04408823326,-4748.11410441995
"cell82587",9044.58209040016,-4729.2681039311
"cell82588",9033.02609010041,-4746.87210438773
"cell82589",9061.64609084278,-4710.15210343525
"cell82590",9011.15608953312,-4783.86210534722
"cell82591",8942.84608776122,-4767.6081049256
"cell82592",9029.40809000656,-4695.08610304445
"cell82593",8942.36008774862,-4842.18210685998
"cell82594",8912.06608696282,-4712.79810350388
"cell82595",8910.5000869222,-4666.57410230488
"cell82596",8909.90608690679,-4803.03210584447
"cell82597",8992.20208904147,-4764.04410483316
"cell82598",8998.14208919555,-4679.10210262984
"cell82599",8940.52408770099,-4668.0861023441
"cell82600",8976.32608862966,-4693.35810299963
"cell82601",8991.39208902046,-4810.70010604337
"cell82602",9016.934089683,-4718.63010365516
"cell82603",9090.69269159622,-4716.20010359213
"cell82604",8936.15008758754,-4710.63810344786
"cell82605",8891.11408641934,-4774.19610509649
"cell82606",8976.97408864647,-4727.70210389048
"cell82607",9006.40408940986,-4650.48210188746
"cell82608",8927.24008735642,-4803.03210584447
"cell82609",9004.29808935523,-4676.2401025556
"cell82610",8910.338086918,-4844.34210691601
"cell82611",9069.42209104449,-4750.65210448578
"cell82612",9055.0040906705,-4680.39810266346
"cell82613",9074.98409118876,-4733.58810404316
"cell82614",8934.63808754832,-4669.86810239032
"cell82615",8958.07408815622,-4723.54410378262
"cell82616",9077.63009125739,-4856.54070723243
"cell82617",9027.35608995333,-4831.22010657564
"cell82618",9028.16608997434,-4680.12810265645
"cell82619",8922.92008724436,-4713.55410352349
"cell82620",8917.19608709589,-4735.31610408798
"cell82621",8987.018088907,-4654.91010200232
"cell82622",9077.23728644103,-4592.0011407584
"cell82623",8918.04528231174,-4476.65713776648
"cell82624",8943.80328297988,-4549.71913966164
"cell82625",8973.77328375727,-4520.77513891086
"cell82626",8957.73528334126,-4651.50914230198
"cell82627",8890.34328159317,-4473.09313767403
"cell82628",8936.51328279078,-4503.49513846263
"cell82629",8985.43728405982,-4513.91713873297
"cell82630",8915.2912822403,-4595.29514084384
"cell82631",8892.071281638,-4589.78714070097
"cell82632",9019.67328494787,-4591.78514075279
"cell82633",8990.9992842041,-4574.45114030316
"cell82634",8932.08528267592,-4543.34713949636
"cell82635",9066.49128616229,-4470.8251376152
"cell82636",9091.32588680647,-4579.14914042503
"cell82637",8961.0832834281,-4621.64714152738
"cell82638",8944.82928300649,-4611.11714125425
"cell82639",9024.04728506133,-4511.32513866574
"cell82640",9007.57728463411,-4511.37913866714
"cell82641",9010.22328470275,-4571.91314023733
"cell82642",8935.86528277397,-4453.38313716277
"cell82643",9075.5092863962,-4536.48913931847
"cell82644",8956.16928330064,-4483.62313794717
"cell82645",9035.87328536808,-4634.93114187196
"cell82646",9040.40928548574,-4655.33774240129
"cell82647",9021.9952850081,-4542.21313946694
"cell82648",9043.05528555438,-4602.31514102593
"cell82649",8963.40528348833,-4580.76914046705
"cell82650",9000.61128445342,-4574.01914029196
"cell82651",8991.91728422791,-4508.13913858309
"cell82652",9071.67528629676,-4462.7791374065
"cell82653",8988.19128413126,-4591.73114075139
"cell82654",8928.52128258348,-4524.82513901591
"cell82655",9077.88528645784,-4625.69714163244
"cell82656",8992.34928423911,-4553.44513975829
"cell82657",8953.90128324181,-4600.74914098531
"cell82658",9044.7832855992,-4509.16513860971
"cell82659",9030.31128522381,-4470.393137604
"cell82660",8946.34128304571,-4440.69853683375
"cell82661",8883.86328142509,-4441.18453684635
"cell82662",9043.27128555998,-4515.8611387834
"cell82663",9073.51128634438,-4549.98913966864
"cell82664",9040.40928548574,-4489.94113811105
"cell82665",8905.46328198537,-4637.63114194199
"cell82666",8893.74528168142,-4613.65514132008
"cell82667",8983.6012840122,-4468.34113755077
"cell82668",8965.34928353876,-4646.64914217591
"cell82669",8908.21728205681,-4515.75313878059
"cell82670",9006.9832846187,-4557.71113986894
"cell82671",9046.40328564122,-4504.57513849065
"cell82672",9042.67728554457,-4578.71714041382
"cell82673",8968.3192836158,-4514.51113874838
"cell82674",9003.41928452626,-4469.58313758299
"cell82675",9063.52128608525,-4606.79714114219
"cell82676",8881.16868135519,-4546.15513956919
"cell82677",8983.6552840136,-4551.39313970506
"cell82678",8941.75128292665,-4537.83913935348
"cell82679",8960.21928340569,-4506.46513853967
"cell82680",9033.92928531766,-4516.88713881001
"cell82681",8921.50128240138,-4453.05913715437
"cell82682",8955.73728328943,-4547.55913960561
"cell82683",9013.8412847966,-4589.40914069116
"cell82684",8971.83429921418,-4439.89944281429
"cell82685",9092.03830233216,-4277.14343859255
"cell82686",8899.63629734144,-4298.85143915564
"cell82687",8952.77229871973,-4370.34744101018
"cell82688",8982.95829950273,-4345.34544036165
"cell82689",9095.54290242307,-4403.61144187301
"cell82690",8941.21629841998,-4421.75544234365
"cell82691",8965.94829906151,-4417.8134422414
"cell82692",8976.80229934305,-4360.95144076645
"cell82693",8915.24229774624,-4364.5154408589
"cell82694",8962.70829897746,-4239.6188376192
"cell82695",9001.85829999298,-4371.53544104099
"cell82696",8972.26629922539,-4318.6694396697
"cell82697",9021.51430050284,-4376.77344117686
"cell82698",9066.76630167663,-4402.3154418394
"cell82699",9077.72830196098,-4302.30743924528
"cell82700",9028.85830069333,-4362.13944079727
"cell82701",9024.10630057007,-4352.85144055635
"cell82702",9040.90030100569,-4381.47144129872
"cell82703",9053.26630132645,-4353.28344056755
"cell82704",8987.33229961619,-4404.36744189262
"cell82705",8985.49629956856,-4281.94943871722
"cell82706",8937.65229832754,-4265.209438283
"cell82707",8941.54029842839,-4317.64343964309
"cell82708",8926.90629804879,-4278.87143863738
"cell82709",9039.60430097207,-4284.91943879426
"cell82710",9069.41230174527,-4285.89143881947
"cell82711",8954.66229876876,-4334.54544008151
"cell82712",8983.87629952654,-4323.85343980417
"cell82713",8910.59829762578,-4315.64543959126
"cell82714",9013.36030029133,-4317.15743963048
"cell82715",8931.82029817626,-4300.20143919066
"cell82716",8985.06429955736,-4412.89944211394
"cell82717",9013.90030030534,-4278.65543863177
"cell82718",8905.63029749691,-4400.20944178477
"cell82719",8915.72829775885,-4272.7154384777
"cell82720",8949.26229862869,-4253.65343798324
"cell82721",9072.3823018223,-4377.09744118527
"cell82722",9038.09230093285,-4354.63344060257
"cell82723",9093.92830238119,-4325.31143984199
"cell82724",9000.61629996076,-4441.46544285491
"cell82725",8964.86829903349,-4277.41343859956
"cell82726",9045.27430111915,-4281.46343870461
"cell82727",8916.48429777846,-4342.32144028321
"cell82728",8971.83429921418,-4447.8374430202
"cell82729",8947.04829857126,-4272.55343847349
"cell82730",8990.73429970443,-4421.70144234225
"cell82731",8968.81029913574,-4392.81144159287
"cell82732",8940.94629841298,-4326.82343988121
"cell82733",9056.23630140349,-4240.80683765002
"cell82734",8930.90229815245,-4370.07744100317
"cell82735",9056.5063014105,-4257.8654380925
"cell82736",9050.99830126762,-4309.59743943438
"cell82737",9026.80630064011,-4293.77543902397
"cell82738",9033.8263008222,-4355.82144063339
"cell82739",9069.30430174246,-4446.32544298097
"cell82740",9006.50230011344,-4254.46343800426
"cell82741",8942.5122984536,-4370.56344101578
"cell82742",9045.76030113176,-4264.02143825218
"cell82743",8991.27429971844,-4301.71343922988
"cell82744",8954.71629877016,-4359.33144072443
"cell82745",9020.48830047622,-4434.33744267002
"cell82746",8893.4316971805,-4363.81344084069
"cell82747",9063.47230159119,-4425.6434424445
"cell82748",9062.06830155477,-4306.30343934894
"cell82749",8933.54829822108,-4344.37344033644
"cell82750",8959.99573628977,-4226.14252255484
"cell82751",8927.05573543534,-4199.46652186289
"cell82752",9033.75973820314,-4226.57452256605
"cell82753",9054.98173875362,-4057.44651817903
"cell82754",9008.271737542,-4210.86052215844
"cell82755",8969.06773652509,-4042.21851778403
"cell82756",8998.01173727587,-4235.64652280137
"cell82757",8979.16573678702,-4079.04651873931
"cell82758",8894.38573458791,-4213.07452221587
"cell82759",8967.60973648727,-4064.62851836532
"cell82760",8894.92573460191,-4080.12651876733
"cell82761",8982.13573686406,-4246.06852307171
"cell82762",8990.99173709378,-4187.15452154353
"cell82763",8918.46973521262,-4037.68791766651
"cell82764",9050.76973864436,-4212.37252219766
"cell82765",9036.02773826197,-4125.59451994672
"cell82766",9061.6777389273,-4121.70651984587
"cell82767",8974.30573666096,-4221.93052244559
"cell82768",9057.46573881805,-4193.74252171442
"cell82769",8999.09173730388,-4186.93852153793
"cell82770",9016.80373776332,-4219.01452236995
"cell82771",9013.02373766527,-4163.44852092862
"cell82772",8976.89773672819,-4192.93252169341
"cell82773",8986.77973698452,-4094.32851913571
"cell82774",8968.85173651949,-4174.89652122557
"cell82775",9030.30373811349,-4208.97052210942
"cell82776",9057.68173882365,-4118.35851975903
"cell82777",9003.46573741734,-4103.29251936823
"cell82778",9026.57773801684,-4231.59652269632
"cell82779",8949.41173601523,-4218.79852236435
"cell82780",9078.52573936433,-4147.89652052522
"cell82781",9076.8517393209,-4070.6225185208
"cell82782",9079.33573938534,-4249.63252316415
"cell82783",9036.02773826197,-4183.75252145529
"cell82784",9002.70973739773,-4045.02651785687
"cell82785",9021.98773789778,-4064.89851837233
"cell82786",8994.50173718482,-4204.92052200437
"cell82787",8958.15973624215,-4091.25051905587
"cell82788",8952.21973608807,-4081.26051879674
"cell82789",9029.06173808128,-4079.20851874352
"cell82790",8931.32173554599,-4072.51251856983
"cell82791",8931.591735553,-4225.33252253383
"cell82792",8916.3097351566,-4162.58452090621
"cell82793",8938.44973573089,-4120.89651982486
"cell82794",8910.09973499551,-4074.34851861745
"cell82795",8942.60773583874,-4046.16051788628
"cell82796",8978.57173677161,-4102.05051933601
"cell82797",8923.70773534849,-4060.09251824766
"cell82798",9038.99773833901,-4070.6765185222
"cell82799",9056.92573880404,-4091.35851905867
"cell82800",8946.33373593539,-4044.54051784426
"cell82801",9044.23573847488,-4122.73251987249
"cell82802",9047.79973856732,-4201.41052191332
"cell82803",8897.57173467055,-4203.08452195674
"cell82804",8969.6617365405,-4174.08652120456
"cell82805",8993.043737147,-4105.56051942706
"cell82806",9026.84773802385,-4183.64452145249
"cell82807",9086.40973956883,-4066.78851842135
"cell82808",8944.01173587516,-4196.76652179286
"cell82809",8986.40173697472,-4171.76452114433
"cell82810",9047.58373856172,-4156.59052075073
"cell82811",9104.49434003793,-4081.47651880234
"cell82812",8893.8457345739,-4061.55051828548
"cell82813",9036.72973828018,-4138.50052028149
"cell82814",9049.14973860234,-4044.00051783025
"cell82815",8997.30973725766,-4217.82652233914
"cell82816",8918.44545384496,-3866.00245593116
"cell82817",9086.27745819837,-3980.91445891187
"cell82818",9007.92345616594,-3921.29845736548
"cell82819",8913.2074537091,-4023.52046001703
"cell82820",8995.71945584938,-4031.56646022573
"cell82821",9019.15545645729,-4015.20445980132
"cell82822",9028.28145669401,-3932.85445766523
"cell82823",8969.20545516163,-3885.76645644382
"cell82824",9002.03745601326,-3902.56045687944
"cell82825",8931.13545417413,-3991.0124591738
"cell82826",8929.46145413071,-3922.7024574019
"cell82827",8963.21145500615,-4003.21645949036
"cell82828",9038.75745696574,-4011.80245971307
"cell82829",9029.46945672482,-4014.82645979151
"cell82830",9052.90545733273,-3979.29445886984
"cell82831",9076.88145795464,-4028.9744601585
"cell82832",8989.7254556939,-4051.00106072985
"cell82833",9022.82745655254,-4002.02845945954
"cell82834",8963.37345501035,-3987.44845908135
"cell82835",9085.08945816755,-3871.88845608383
"cell82836",8963.04945500195,-3894.08245665953
"cell82837",8956.78545483947,-3964.17445847765
"cell82838",9004.41345607489,-3886.46845646203
"cell82839",8916.87945380434,-3855.04045564681
"cell82840",8982.1114554964,-3922.7024574019
"cell82841",9100.74945857376,-4010.18245967105
"cell82842",9025.20345661417,-3884.95645642281
"cell82843",9054.41745737195,-3988.63645911217
"cell82844",8914.66545374691,-4000.46245941892
"cell82845",8946.63345457613,-3862.16845583171
"cell82846",8960.94345494732,-3911.25445710495
"cell82847",9057.9814574644,-4005.53845955059
"cell82848",8905.05345349759,-3907.5284570083
"cell82849",9026.01345663518,-3915.2504572086
"cell82850",9010.35345622897,-3901.96645686403
"cell82851",9081.0394580625,-3956.23645827174
"cell82852",9101.01945858076,-3850.34245552495
"cell82853",9008.51745618135,-3984.15445899591
"cell82854",9077.31345796585,-3950.51245812327
"cell82855",9037.73145693913,-3919.13845730946
"cell82856",8996.42145586759,-3996.73645932227
"cell82857",9014.72745634243,-3940.19845785573
"cell82858",9016.61745639145,-4050.46106071584
"cell82859",8924.87145401165,-3979.56445887685
"cell82860",9033.46545682848,-3950.08045811206
"cell82861",8967.74745512381,-3985.34245902672
"cell82862",9101.50545859337,-3956.18245827034
"cell82863",9041.88945704699,-3996.62845931947
"cell82864",8943.9874545075,-3968.4404585883
"cell82865",8984.32545555383,-4005.16045954078
"cell82866",8920.60545390099,-3948.73045807704
"cell82867",8982.86745551601,-3934.74445771426
"cell82868",9075.42345791683,-3897.05245673656
"cell82869",9016.45545638725,-3889.97845655307
"cell82870",8924.06145399064,-3916.43845723942
"cell82871",8920.38945389539,-3889.81645654887
"cell82872",9068.88945774734,-3999.92245940492
"cell82873",9075.42345791683,-4022.22445998341
"cell82874",9055.44345739856,-3887.60245649144
"cell82875",9028.92945671082,-3978.59245885164
"cell82876",9098.37345851213,-3858.01045572385
"cell82877",8990.26545570791,-3950.08045811206
"cell82878",9031.46745677665,-3879.98845629394
"cell82879",8900.03145336732,-3843.75445535406
"cell82880",8953.11345474422,-3986.90845906734
"cell82881",9045.99345715344,-3914.8184571974
"cell82882",8949.22545464337,-3886.30645645782
"cell82883",9057.33345744759,-3968.1164585799
"cell82884",9024.23145658895,-3951.37645814568
"cell82885",9087.39470029622,-3688.67081984132
"cell82886",8902.7146955058,-3780.63282222673
"cell82887",8935.65469636023,-3760.16682169586
"cell82888",9006.07069818676,-3696.82482005283
"cell82889",8910.5986957103,-3701.25282016769
"cell82890",9068.38669980317,-3772.69482202083
"cell82891",9050.02669932693,-3831.1768235378
"cell82892",8921.50669599324,-3775.93482210487
"cell82893",8976.74869742617,-3761.51682173088
"cell82894",9022.16269860417,-3784.25082232058
"cell82895",8956.87669691071,-3796.56282263994
"cell82896",9081.88670015335,-3849.5854240153
"cell82897",9067.25269977376,-3790.94682249427
"cell82898",8954.60869685188,-3813.08682306856
"cell82899",8945.32069661096,-3641.3128186129
"cell82900",9015.95269844308,-3824.0488233529
"cell82901",8959.79269698635,-3682.29881967604
"cell82902",8936.41069637984,-3741.69882121682
"cell82903",9044.41069918126,-3846.07542392425
"cell82904",8928.09469616413,-3827.61282344535
"cell82905",9027.72469874844,-3709.8388203904
"cell82906",9027.61669874564,-3769.34682193398
"cell82907",8983.39069759846,-3690.93881990016
"cell82908",9060.23269959167,-3822.32082330808
"cell82909",9002.72269809991,-3781.49682224914
"cell82910",9081.40070014074,-3826.26282341033
"cell82911",8975.07469738275,-3690.18281988055
"cell82912",9083.29070018977,-3710.0008203946
"cell82913",9026.26669871062,-3753.52482152358
"cell82914",8985.60469765589,-3827.82882345095
"cell82915",9071.19469987601,-3836.30682367086
"cell82916",9112.49930094741,-3773.99082205445
"cell82917",8972.80669732392,-3824.26482335851
"cell82918",9088.42070032284,-3675.06281948835
"cell82919",8956.82269690931,-3756.71082160622
"cell82920",9098.41070058197,-3783.76482230797
"cell82921",8982.68869758025,-3795.59082261473
"cell82922",9050.29669933394,-3746.18082133308
"cell82923",8998.72669799626,-3723.23082073778
"cell82924",8959.14469696954,-3695.09682000801
"cell82925",9066.06469974294,-3710.81082041562
"cell82926",9033.07069888711,-3665.34281923622
"cell82927",8965.94869714603,-3799.42482271418
"cell82928",9006.93469820917,-3750.17682143673
"cell82929",8973.67069734633,-3701.9008201845
"cell82930",8918.374695912,-3842.35482382774
"cell82931",8953.96069683507,-3741.59082121402
"cell82932",9032.2066988647,-3715.61682054028
"cell82933",9103.32470070943,-3690.23681988195
"cell82934",9043.65469916165,-3639.58481856808
"cell82935",8969.83669724688,-3790.13682247326
"cell82936",9032.0986988619,-3795.37482260913
"cell82937",9027.18469873443,-3802.66482279822
"cell82938",9064.06669969112,-3689.15681985393
"cell82939",8985.65869765729,-3847.20942395367
"cell82940",9058.12669953704,-3835.06482363865
"cell82941",8955.31069687009,-3783.65682230517
"cell82942",8977.77469745278,-3844.29882387817
"cell82943",8997.91669797525,-3775.55682209507
"cell82944",8918.69869592041,-3733.97682101652
"cell82945",9055.3726994656,-3739.8088211678
"cell82946",9099.81470061839,-3757.79082163423
"cell82947",8998.94269800186,-3639.53081856668
"cell82948",9016.8166984655,-3656.4328190051
"cell82949",9039.658699058,-3788.73282243684
"cell82950",8938.78669644147,-3708.11082034558
"cell82951",9095.00870049372,-3733.65282100812
"cell82952",8938.73269644007,-3665.93681925163
"cell82953",9074.00269994885,-3796.88682264835
"cell82954",9050.02669932693,-3661.56281913817
"cell82955",8979.77269750461,-3721.23282068595
"cell82956",8922.80269602686,-3787.05882239342
"cell82957",8979.286697492,-3734.24682102352
"cell82958",8974.69669737294,-3815.35482312739
"cell82959",8984.63269763067,-3820.26882325485
"cell82960",9096.19670052454,-3765.62082183734
"cell82961",8996.29669793323,-3795.96882262453
"cell82962",9076.43270001188,-3653.30081892386
"cell82963",9031.66669885069,-3642.39281864092
"cell82964",8966.43469715863,-3703.95282023773
"cell82965",9053.15869940817,-3710.21682040021
"cell82966",8942.48421985656,-3592.57469170913
"cell82967",9013.00822168589,-3617.90069236606
"cell82968",9012.36022166908,-3556.17869076505
"cell82969",9069.22222314402,-3541.38269038126
"cell82970",9062.14822296053,-3502.66468937695
"cell82971",9058.80022287369,-3548.78069057316
"cell82972",9092.82022375614,-3585.06869151443
"cell82973",9090.3362236917,-3641.28269297257
"cell82974",8998.37422130629,-3516.43468973413
"cell82975",8973.15622065216,-3617.84669236466
"cell82976",8939.83821978793,-3479.28268877044
"cell82977",9087.69022362307,-3569.19269110262
"cell82978",9046.54222255573,-3483.9266888909
"cell82979",9045.46222252771,-3602.18669195846
"cell82980",8958.46822027117,-3582.58469145
"cell82981",9026.45422203466,-3459.95068826899
"cell82982",8939.08221976832,-3537.71069028601
"cell82983",9045.84022253752,-3537.87269029021
"cell82984",8978.61022079363,-3445.262687888
"cell82985",9066.41422307119,-3615.68669230863
"cell82986",8981.95822088048,-3483.06268886849
"cell82987",8930.4962195456,-3645.05729307048
"cell82988",9061.12222293392,-3484.14268889651
"cell82989",8931.25221956521,-3499.80268930271
"cell82990",9100.48822395504,-3594.68069176376
"cell82991",9025.21222200245,-3492.45868911222
"cell82992",8946.15621995181,-3443.21068783477
"cell82993",8968.3502205275,-3448.93468798324
"cell82994",9006.7442215234,-3551.64269064739
"cell82995",8988.81622105837,-3619.79069241509
"cell82996",8904.3656188678,-3495.64468919486
"cell82997",9029.5862221159,-3605.5346920453
"cell82998",8970.67222058773,-3508.87468953803
"cell82999",9031.04422215372,-3569.73269111663
"cell83000",8983.5242209211,-3438.0266877003
"cell83001",8996.80822126567,-3571.19069115445
"cell83002",8919.42621925846,-3484.52068890631
"cell83003",8950.04422005266,-3625.19069255516
"cell83004",8988.49222104996,-3434.67868761346
"cell83005",8937.46221972629,-3511.41268960387
"cell83006",9092.22622374073,-3596.19269180298
"cell83007",9096.43822384998,-3605.3726920411
"cell83008",9048.21622259915,-3568.70669109002
